OID_,OBJECTID_1,OBJECTID,SignUp,Line,LineName,DirNum,Direction,StopID,StopName,Sequence,Lat,Lon
822,823,733,2011 August,2C,Plymouth Glazier South,1,to Campus,2087.000000000000000,N- Plymouth Rd. west of Barton,23,42.296214999999997,-83.730819999999994
823,824,734,2011 August,2C,Plymouth Glazier South,1,to Campus,2085.000000000000000,N- Plymouth Rd. btw Broadway and B,24,42.294797000000003,-83.733028000000004
824,825,735,2011 August,2C,Plymouth Glazier South,1,to Campus,1026.000000000000000,N- Broadway St. west of Swift,25,42.288972999999999,-83.739801000000000
825,826,736,2011 August,2C,Plymouth Glazier South,1,to Campus,1028.000000000000000,W- Fifth Ave. south of Kingsley,26,42.283799000000002,-83.746008000000003
826,827,737,2011 August,2C,Plymouth Glazier South,1,to Campus,1029.000000000000000,W- Fifth Ave. south of Ann St.,27,42.282148999999997,-83.746098000000003
827,828,738,2011 August,2C,Plymouth Glazier South,1,to Campus,1031.000000000000000,S- Washington St east of Fifth Ave,28,42.280380000000001,-83.745227999999997
828,829,739,2011 August,2C,Plymouth Glazier South,1,to Campus,2457.000000000000000,S- Washington at Parking Stucture,29,42.280247000000003,-83.742493999999994
829,830,740,2011 August,2C,Plymouth Glazier South,1,to Campus,2595.000000000000000,Ingalls Mall,30,42.278505000000003,-83.738667000000007
830,831,741,2011 August,2C,Plymouth Glazier South,1,to Campus,2151.000000000000000,S- Geddes Ave. west of Church St,31,42.277687000000000,-83.734824000000003
831,832,742,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2595.000000000000000,Ingalls Mall,1,42.278505000000003,-83.738667000000007
832,833,743,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2151.000000000000000,S- Geddes Ave. west of Church St,2,42.277687000000000,-83.734824000000003
833,834,744,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2681.000000000000000,N - Huron W of State,3,42.281255999999999,-83.741264999999999
834,835,745,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2704.000000000000000,E - Division north of Huron,4,42.281543999999997,-83.743717000000004
835,836,746,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1003.000000000000000,E- Division St n of Catherine St.,5,42.283234000000000,-83.743605000000002
836,837,747,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1004.000000000000000,E- Division St opposite Detroit St.,6,42.286087000000002,-83.743430000000004
837,838,748,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1005.000000000000000,S- Broadway St west of Wall St.,7,42.289160000000003,-83.739092999999997
838,839,749,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2084.000000000000000,S- Plymouth Rd. Brookside Apts,8,42.294665999999999,-83.732951999999997
839,840,750,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2537.000000000000000,S -Plymouth Rd east of Jones,9,42.295758999999997,-83.731240999999997
840,841,751,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2088.000000000000000,S - Plymouth Rd. @ Murfin,10,42.297888999999998,-83.721225000000004
841,842,752,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1045.000000000000000,S- Plymouth Rd. at Bishop Rd.,11,42.299103000000002,-83.716616999999999
842,843,753,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1046.000000000000000,S- Plymouth Rd.West of Beal,12,42.300339000000001,-83.714504000000005
843,844,754,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1047.000000000000000,S- Plymouth Rd opposite EPA lab,13,42.302385000000001,-83.710044999999994
844,845,755,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1048.000000000000000,E- Nixon Rd. at Ply Mall/Traver V,14,42.304119999999998,-83.707147000000006
845,846,756,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1049.000000000000000,S- Plymouth Rd opposite Prairie St.,15,42.302591000000000,-83.702225999999996
846,847,757,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1051.000000000000000,S- Plymouth Rd west of Commonwealth,16,42.303725999999997,-83.697303000000005
847,848,758,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1052.000000000000000,W- Green Rd. south of Plymouth Rd.,17,42.304507000000001,-83.692786999999996
848,849,759,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2339.000000000000000,Green Rd. in Park&Ride Lot at,18,42.300251000000003,-83.693263999999999
849,850,760,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1055.000000000000000,W- Green Rd. opp Greenbrier Blvd,19,42.298746999999999,-83.692633999999998
850,851,761,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1056.000000000000000,W- Green Rd. opp Frederick St.,20,42.296926999999997,-83.692595999999995
851,852,762,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1057.000000000000000,W- Green Rd. south of Hubbard St.,21,42.294823000000001,-83.692601999999994
852,853,763,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1058.000000000000000,W- Green Rd. south of Larchmont St.,22,42.292727999999997,-83.692564000000004
853,854,764,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1059.000000000000000,W- Green Rd. north of Glacier Way,23,42.289192000000000,-83.692462000000006
854,855,765,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2744.000000000000000,S- Glazier Way at Bardstown,24,42.288004000000001,-83.689758999999995
855,856,766,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1061.000000000000000,S- Glazier Way east of Tremont Dr.,25,42.288117999999997,-83.687062999999995
856,857,767,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1064.000000000000000,S Glazier Way west of Earhart,26,42.288229999999999,-83.684008000000006
857,858,768,2011 August,2C,Plymouth Glazier South,0,to Green P&R,1062.000000000000000,1200 Earhart at Glacier Hills Nursi,27,42.290509999999998,-83.681121000000005
858,859,769,2011 August,2C,Plymouth Glazier South,0,to Green P&R,2428.000000000000000,Green Hills School,28,42.285319000000001,-83.679785999999993
859,860,770,2011 August,3,Huron River,0,Outbound,997.029999999999973,BTC - 4th Ave (3-9),1,42.279082000000002,-83.747270000000000
860,861,771,2011 August,3,Huron River,0,Outbound,1031.000000000000000,S- Washington St east of Fifth Ave,2,42.280380000000001,-83.745227999999997
861,862,772,2011 August,3,Huron River,0,Outbound,2457.000000000000000,S- Washington at Parking Stucture,3,42.280247000000003,-83.742493999999994
862,863,773,2011 August,3,Huron River,0,Outbound,1106.000000000000000,E- State St btw Washington and Huro,4,42.280782000000002,-83.740740000000002
863,864,774,2011 August,3,Huron River,0,Outbound,2683.000000000000000,E- State at Ann,5,42.282069000000000,-83.740798999999996
864,865,775,2011 August,3,Huron River,0,Outbound,1176.000000000000000,S- Ann St. at Ingalls,6,42.282153000000001,-83.738722999999993
865,866,776,2011 August,3,Huron River,0,Outbound,2019.000000000000000,E- Glen St. north of Catherine,7,42.283392999999997,-83.735561000000004
866,867,777,2011 August,3,Huron River,0,Outbound,2020.000000000000000,S- Fuller Rd. east of E. Medical,8,42.286464000000002,-83.731702999999996
867,868,778,2011 August,3,Huron River,0,Outbound,1110.000000000000000,S- Fuller Rd between Maiden Ln,9,42.286833000000001,-83.728675999999993
868,869,779,2011 August,3,Huron River,0,Outbound,1111.000000000000000,S- Fuller Rd east of Cedar Bend Dr.,10,42.287050999999998,-83.723134999999999
869,870,780,2011 August,3,Huron River,0,Outbound,2342.000000000000000,S- Fuller Rd. btw Bonisteel and Be,11,42.287345999999999,-83.717871000000002
870,871,781,2011 August,3,Huron River,0,Outbound,2341.000000000000000,S- Fuller Rd. west of Beal,12,42.287464999999997,-83.714845999999994
871,872,782,2011 August,3,Huron River,0,Outbound,2420.000000000000000,VA Med Ctr. main,13,42.286422000000002,-83.713978999999995
872,873,783,2011 August,3,Huron River,0,Outbound,2692.000000000000000,S - Glazier Way at Arbor Crest,14,42.287633999999997,-83.708910000000003
873,874,784,2011 August,3,Huron River,0,Outbound,2026.000000000000000,S- Glazier Way btw Beal and Huron,15,42.287731000000001,-83.707021999999995
874,875,785,2011 August,3,Huron River,0,Outbound,1115.000000000000000,W- Huron Parkway south Glazier Way,16,42.286844000000002,-83.703473000000002
875,876,786,2011 August,3,Huron River,0,Outbound,2693.000000000000000,Huron Pkwy at HHS,17,42.283214999999998,-83.701193000000004
876,877,787,2011 August,3,Huron River,0,Outbound,1164.000000000000000,E- Huron Parkway south of Lakehaven,18,42.284284000000000,-83.701348999999993
877,878,788,2011 August,3,Huron River,0,Outbound,1117.000000000000000,S- Geddes Rd east of Huron Parkway,19,42.277400999999998,-83.698019000000002
878,879,789,2011 August,3,Huron River,0,Outbound,1118.000000000000000,S- Geddes Rd. east of Sumac Lane,20,42.276721999999999,-83.691237000000001
879,880,790,2011 August,3,Huron River,0,Outbound,1119.000000000000000,S- Geddes Rd at Earhart Rd,21,42.274580999999998,-83.682221999999996
880,881,791,2011 August,3,Huron River,0,Outbound,1120.000000000000000,N-Dexter Ann Arbor Rd at Dan Hoey,22,42.327137000000000,-83.871190999999996
881,882,792,2011 August,3,Huron River,0,Outbound,2389.000000000000000,W- Dixboro south of Geddes,23,42.272044999999999,-83.670743999999999
882,883,793,2011 August,3,Huron River,0,Outbound,2395.000000000000000,S.Side of E Huron River Dr,24,42.266359000000001,-83.666533000000001
883,884,794,2011 August,3,Huron River,0,Outbound,1123.000000000000000,WCC at Student Center Building,25,42.264521999999999,-83.664891999999995
884,885,795,2011 August,3,Huron River,0,Outbound,1124.000000000000000,St. Joseph Hospital at Main Vi,26,42.266553999999999,-83.655860000000004
885,886,796,2011 August,3,Huron River,0,Outbound,2251.000000000000000,S- Elliot Dr at St Joe Dialysis,27,42.264752000000001,-83.658017000000001
886,887,797,2011 August,3,Huron River,0,Outbound,2623.000000000000000,S - Elliot Dr at Heart and Vascular,28,42.260801000000001,-83.652319000000006
887,888,798,2011 August,3,Huron River,0,Outbound,1128.000000000000000,S- Huron River Dr. east of Hewitt,29,42.259633999999998,-83.649562000000003
888,889,799,2011 August,3,Huron River,0,Outbound,1129.000000000000000,S- Huron River Dr east of Westview,30,42.259478999999999,-83.645242999999994
889,890,800,2011 August,3,Huron River,0,Outbound,1130.000000000000000,S- Huron River Dr east of Superior,31,42.257434000000003,-83.638538999999994
890,891,801,2011 August,3,Huron River,0,Outbound,2196.000000000000000,S- Huron River Dr. east of Cornell,32,42.256594000000000,-83.633669999999995
891,892,802,2011 August,3,Huron River,0,Outbound,2198.000000000000000,S- Huron River Dr. east of Oakwood,33,42.255941000000000,-83.629253000000006
892,893,803,2011 August,3,Huron River,0,Outbound,2197.000000000000000,S- Huron River Dr. east of LeForge,34,42.254407000000000,-83.622468999999995
893,894,804,2011 August,3,Huron River,0,Outbound,2199.000000000000000,W- Lowell south of East Circle Dr,35,42.249921999999998,-83.619145000000003
894,895,805,2011 August,3,Huron River,0,Outbound,2676.000000000000000,W - Hamilton north of Cross,36,42.246288999999997,-83.617594999999994
895,896,806,2011 August,3,Huron River,0,Outbound,1139.000000000000000,S- Washtenaw Ave. at Adams,37,42.243572000000000,-83.616105000000005
896,897,807,2011 August,3,Huron River,0,Outbound,1000.000000000000000,YTC - EndPt,38,42.242303999999997,-83.615235999999996
897,898,808,2011 August,3,Huron River,1,to Ann Arbor,987.029999999999973,YTC - 3/6,1,42.242271000000002,-83.615251000000001
898,899,809,2011 August,3,Huron River,1,to Ann Arbor,1140.000000000000000,E- Adams St. at Washtenaw Ave.,2,42.243492000000003,-83.616000999999997
899,900,810,2011 August,3,Huron River,1,to Ann Arbor,1141.000000000000000,E- Adams St. north of Cross Street,3,42.246535000000002,-83.616056000000000
900,901,811,2011 August,3,Huron River,1,to Ann Arbor,2226.000000000000000,E- Adams St. south of Forest St.,4,42.248565999999997,-83.616061999999999
901,902,812,2011 August,3,Huron River,1,to Ann Arbor,2192.000000000000000,N- Huron River Dr. east of LeForge,5,42.254474000000002,-83.622096999999997
902,903,813,2011 August,3,Huron River,1,to Ann Arbor,2206.000000000000000,N- Huron River Dr. west of Oakwood,6,42.256118000000001,-83.629655000000000
903,904,814,2011 August,3,Huron River,1,to Ann Arbor,1150.000000000000000,N- Huron River Dr. west of Cornell,7,42.256965999999998,-83.635037999999994
904,905,815,2011 August,3,Huron River,1,to Ann Arbor,1151.000000000000000,W- Huron River Dr west of Superior,8,42.257621000000000,-83.638953999999998
905,906,816,2011 August,3,Huron River,1,to Ann Arbor,1152.000000000000000,N- Huron River Dr. opp Westview,9,42.259518000000000,-83.645039999999995
906,907,817,2011 August,3,Huron River,1,to Ann Arbor,2244.000000000000000,E- McAuley Dr. north of Huron River,10,42.260131000000001,-83.649750999999995
907,908,818,2011 August,3,Huron River,1,to Ann Arbor,2622.000000000000000,N - Elliot Dr at Heart and Vascular,11,42.260798000000001,-83.652860000000004
908,909,819,2011 August,3,Huron River,1,to Ann Arbor,2254.000000000000000,N- Elliot Dr. at St. Joe Dialysis,12,42.264699999999998,-83.657931000000005
909,910,820,2011 August,3,Huron River,1,to Ann Arbor,1124.000000000000000,St. Joseph Hospital at Main Vi,13,42.266553999999999,-83.655860000000004
910,911,821,2011 August,3,Huron River,1,to Ann Arbor,1123.000000000000000,WCC at Student Center Building,14,42.264521999999999,-83.664891999999995
911,912,822,2011 August,3,Huron River,1,to Ann Arbor,2394.000000000000000,N- Huron River Dr at Heartland,15,42.266302000000003,-83.666283000000007
912,913,823,2011 August,3,Huron River,1,to Ann Arbor,2388.000000000000000,E- Dixboro Rd btwn River and Geddes,16,42.272108000000003,-83.670536999999996
913,914,824,2011 August,3,Huron River,1,to Ann Arbor,1160.000000000000000,N- Geddes Rd btw Dixboro Road and,17,42.274422999999999,-83.672555000000003
914,915,825,2011 August,3,Huron River,1,to Ann Arbor,1161.000000000000000,N- Geddes Rd. at Earhart,18,42.274678999999999,-83.681501999999995
915,916,826,2011 August,3,Huron River,1,to Ann Arbor,1162.000000000000000,N- Geddes Rd. west of Sumac Lane,19,42.276743000000003,-83.691030999999995
916,917,827,2011 August,3,Huron River,1,to Ann Arbor,1475.000000000000000,E- Huron Pkwy north of Geddes,20,42.278382999999998,-83.698676000000006
917,918,828,2011 August,3,Huron River,1,to Ann Arbor,1164.000000000000000,E- Huron Parkway south of Lakehaven,21,42.284284000000000,-83.701348999999993
918,919,829,2011 August,3,Huron River,1,to Ann Arbor,1165.000000000000000,N- Glazier Way west of Huron Pkw,22,42.287844999999997,-83.704345000000004
919,920,830,2011 August,3,Huron River,1,to Ann Arbor,2025.000000000000000,N- Glazier Way at UM Day Care Cent,23,42.287762000000001,-83.706864999999993
920,921,831,2011 August,3,Huron River,1,to Ann Arbor,2719.000000000000000,N- Glazier Way @ Arbor Crest,24,42.287678000000000,-83.710717000000002
921,922,832,2011 August,3,Huron River,1,to Ann Arbor,2420.000000000000000,VA Med Ctr. main,25,42.286422000000002,-83.713978999999995
922,923,833,2011 August,3,Huron River,1,to Ann Arbor,2340.000000000000000,N- Fuller Rd west of Beal,26,42.287599999999998,-83.714740000000006
923,924,834,2011 August,3,Huron River,1,to Ann Arbor,1167.000000000000000,N- Fuller Rd  east of Bo,27,42.287508000000003,-83.718028000000004
924,925,835,2011 August,3,Huron River,1,to Ann Arbor,2542.000000000000000,N-Fuller op UM Park & Ride,28,42.287301999999997,-83.722488999999996
925,926,836,2011 August,3,Huron River,1,to Ann Arbor,1169.000000000000000,N- Fuller Rd. btw river and Maiden,29,42.287101999999997,-83.728317000000004
926,927,837,2011 August,3,Huron River,1,to Ann Arbor,2021.000000000000000,N- Fuller Rd. west of Maiden Ln,30,42.286433000000002,-83.732901999999996
927,928,838,2011 August,3,Huron River,1,to Ann Arbor,1237.000000000000000,N- Catherine St. west of Glen St.,31,42.283166999999999,-83.735961000000003
928,929,839,2011 August,3,Huron River,1,to Ann Arbor,1238.000000000000000,N- Catherine St. west of Ingalls,32,42.283158999999998,-83.738771999999997
929,930,840,2011 August,3,Huron River,1,to Ann Arbor,1174.000000000000000,W- State St north of Ann St.,33,42.282395999999999,-83.740977999999998
930,931,841,2011 August,3,Huron River,1,to Ann Arbor,1175.000000000000000,W- State St south of Huron,34,42.280665999999997,-83.740910999999997
931,932,842,2011 August,3,Huron River,1,to Ann Arbor,1351.000000000000000,N- E William St west of Thompson,35,42.277831999999997,-83.744156000000004
932,933,843,2011 August,3,Huron River,1,to Ann Arbor,2016.000000000000000,Blake Transit Center,36,42.278421999999999,-83.747260999999995
933,934,844,2011 August,33,EMU Shuttle,0,Loop,2688.000000000000000,EMU College of Bussiness,1,42.242116000000003,-83.616068999999996
934,935,845,2011 August,33,EMU Shuttle,0,Loop,1145.000000000000000,N- Cross St. west of College Placs,2,42.245780000000003,-83.622499000000005
935,936,846,2011 August,33,EMU Shuttle,0,Loop,2075.000000000000000,N- Washtenaw Ave west of McKenny,3,42.246155000000002,-83.627633000000003
936,937,847,2011 August,33,EMU Shuttle,0,Loop,2583.000000000000000,E - Oakwood at EMU Student Center,4,42.252333000000000,-83.629345000000001
937,938,848,2011 August,33,EMU Shuttle,0,Loop,1147.000000000000000,E- Oakwood south of Huron River Dr,5,42.254306000000000,-83.629344000000003
938,939,849,2011 August,33,EMU Shuttle,0,Loop,2198.000000000000000,S- Huron River Dr. east of Oakwood,6,42.255941000000000,-83.629253000000006
939,940,850,2011 August,33,EMU Shuttle,0,Loop,2197.000000000000000,S- Huron River Dr. east of LeForge,7,42.254407000000000,-83.622468999999995
940,941,851,2011 August,33,EMU Shuttle,0,Loop,2227.000000000000000,W- Ann St. south of Pittman/Puttman,8,42.252020000000002,-83.621398999999997
941,942,852,2011 August,33,EMU Shuttle,0,Loop,2228.000000000000000,W- Ann St. north of East Circle D,9,42.250284000000001,-83.621080000000006
942,943,853,2011 August,33,EMU Shuttle,0,Loop,2199.000000000000000,W- Lowell south of East Circle Dr,10,42.249921999999998,-83.619145000000003
943,944,854,2011 August,33,EMU Shuttle,0,Loop,2676.000000000000000,W - Hamilton north of Cross,11,42.246288999999997,-83.617594999999994
944,945,855,2011 August,33,EMU Shuttle,0,Loop,2688.000000000000000,EMU College of Bussiness,12,42.242116000000003,-83.616068999999996
945,946,856,2011 August,34,EMU - West Campus,1,to Bowen FH,2069.000000000000000,W. Campus Parking lot opp Rynearson,1,42.256045999999998,-83.650054999999995
946,947,857,2011 August,34,EMU - West Campus,1,to Bowen FH,1128.000000000000000,S- Huron River Dr. east of Hewitt,2,42.259633999999998,-83.649562000000003
947,948,858,2011 August,34,EMU - West Campus,1,to Bowen FH,1129.000000000000000,S- Huron River Dr east of Westview,3,42.259478999999999,-83.645242999999994
948,949,859,2011 August,34,EMU - West Campus,1,to Bowen FH,1130.000000000000000,S- Huron River Dr east of Superior,4,42.257434000000003,-83.638538999999994
949,950,860,2011 August,34,EMU - West Campus,1,to Bowen FH,2196.000000000000000,S- Huron River Dr. east of Cornell,5,42.256594000000000,-83.633669999999995
950,951,861,2011 August,34,EMU - West Campus,1,to Bowen FH,2752.000000000000000,W - Oakwood @ MayHew,6,42.253188999999999,-83.629493999999994
951,952,862,2011 August,34,EMU - West Campus,1,to Bowen FH,2749.000000000000000,Bowen Field House,7,42.249246999999997,-83.625236000000001
952,953,863,2011 August,34,EMU - West Campus,0,to Rynearson St,2749.000000000000000,Bowen Field House,1,42.249246999999997,-83.625236000000001
953,954,864,2011 August,34,EMU - West Campus,0,to Rynearson St,2750.000000000000000,Halle Library,2,42.248311000000001,-83.626616999999996
954,955,865,2011 August,34,EMU - West Campus,0,to Rynearson St,1147.000000000000000,E- Oakwood south of Huron River Dr,3,42.254306000000000,-83.629344000000003
955,956,866,2011 August,34,EMU - West Campus,0,to Rynearson St,1150.000000000000000,N- Huron River Dr. west of Cornell,4,42.256965999999998,-83.635037999999994
956,957,867,2011 August,34,EMU - West Campus,0,to Rynearson St,1151.000000000000000,W- Huron River Dr west of Superior,5,42.257621000000000,-83.638953999999998
957,958,868,2011 August,34,EMU - West Campus,0,to Rynearson St,1152.000000000000000,N- Huron River Dr. opp Westview,6,42.259518000000000,-83.645039999999995
958,959,869,2011 August,34,EMU - West Campus,0,to Rynearson St,2069.000000000000000,W. Campus Parking lot opp Rynearson,7,42.256045999999998,-83.650054999999995
959,960,870,2011 August,351,AF Briarwood to SU,1,toBriarwood,2686.000000000000000,AF Tappen and S U,1,42.274742000000003,-83.738265999999996
960,961,871,2011 August,351,AF Briarwood to SU,1,toBriarwood,2452.000000000000000,SUBWD,2,42.238123000000002,-83.743961999999996
961,962,872,2011 August,351,AF Briarwood to SU,0,toSU,2452.000000000000000,SUBWD,1,42.238123000000002,-83.743961999999996
962,963,873,2011 August,351,AF Briarwood to SU,0,toSU,2686.000000000000000,AF Tappen and S U,2,42.274742000000003,-83.738265999999996
963,964,874,2011 August,352,AF Briarwood to Main,1,toBriarwood,2454.000000000000000,Main & Williams,1,42.277012999999997,-83.748683999999997
964,965,875,2011 August,352,AF Briarwood to Main,1,toBriarwood,2451.000000000000000,MnBwd,2,42.238813000000000,-83.743007000000006
965,966,876,2011 August,352,AF Briarwood to Main,0,toMain,2451.000000000000000,MnBwd,1,42.238813000000000,-83.743007000000006
966,967,877,2011 August,352,AF Briarwood to Main,0,toMain,2454.000000000000000,Main & Williams,2,42.277012999999997,-83.748683999999997
967,968,878,2011 August,353,AF Pioneer to SU,1,toPioneer,2686.000000000000000,AF Tappen and S U,1,42.274742000000003,-83.738265999999996
968,969,879,2011 August,353,AF Pioneer to SU,1,toPioneer,1445.000000000000000,Pioneer High School,2,42.262144999999997,-83.750574000000000
969,970,880,2011 August,353,AF Pioneer to SU,0,toSU,1445.000000000000000,Pioneer High School,1,42.262144999999997,-83.750574000000000
970,971,881,2011 August,353,AF Pioneer to SU,0,toSU,2686.000000000000000,AF Tappen and S U,2,42.274742000000003,-83.738265999999996
971,972,882,2011 August,354,AF Pioneer to Main,0,toMain,1445.000000000000000,Pioneer High School,1,42.262144999999997,-83.750574000000000
972,973,883,2011 August,354,AF Pioneer to Main,0,toMain,2454.000000000000000,Main & Williams,2,42.277012999999997,-83.748683999999997
973,974,884,2011 August,354,AF Pioneer to Main,1,toPioneer,2454.000000000000000,Main & Williams,1,42.277012999999997,-83.748683999999997
974,975,885,2011 August,354,AF Pioneer to Main,1,toPioneer,1445.000000000000000,Pioneer High School,2,42.262144999999997,-83.750574000000000
975,976,886,2011 August,359,Art Fair Link,0,Loop,2686.000000000000000,AF Tappen and S U,1,42.274742000000003,-83.738265999999996
976,977,887,2011 August,359,Art Fair Link,0,Loop,2657.000000000000000,E- Thompson n of Richard Kennedy Dr,2,42.275646999999999,-83.743072999999995
977,978,888,2011 August,359,Art Fair Link,0,Loop,2449.000000000000000,N- William west of Main,3,42.278049000000003,-83.748923000000005
978,979,889,2011 August,359,Art Fair Link,0,Loop,2602.000000000000000,E- Ashley south of Washington,4,42.280358999999997,-83.749685999999997
979,980,890,2011 August,359,Art Fair Link,0,Loop,2603.000000000000000,Ann & Ashley Parking Structure,5,42.282384000000000,-83.749250000000004
980,981,891,2011 August,359,Art Fair Link,0,Loop,1031.000000000000000,S- Washington St east of Fifth Ave,6,42.280380000000001,-83.745227999999997
981,982,892,2011 August,359,Art Fair Link,0,Loop,1733.000000000000000,W- Fletcher St. at N. University,7,42.278931999999998,-83.737119000000007
982,983,893,2011 August,359,Art Fair Link,0,Loop,2151.000000000000000,S- Geddes Ave. west of Church St,8,42.277687000000000,-83.734824000000003
983,984,894,2011 August,359,Art Fair Link,0,Loop,2597.000000000000000,W - S Forest north of SU,9,42.275348000000001,-83.733181000000002
984,985,895,2011 August,359,Art Fair Link,0,Loop,2686.000000000000000,AF Tappen and S U,10,42.274742000000003,-83.738265999999996
985,986,896,2011 August,36,Wolverine Tower Shuttle,0,Loop,2159.000000000000000,S- Wolverine Tower at Entrance #C,1,42.242981000000000,-83.736560999999995
986,987,897,2011 August,36,Wolverine Tower Shuttle,0,Loop,2706.000000000000000,Wolverine Exit Dr at Boardwak,2,42.242587999999998,-83.734948000000003
987,988,898,2011 August,36,Wolverine Tower Shuttle,0,Loop,1368.000000000000000,Briarwood Mall - Sears,3,42.240678000000003,-83.744647999999998
988,989,899,2011 August,36,Wolverine Tower Shuttle,0,Loop,1369.000000000000000,S- Sears exit drive at Briarwood,4,42.239870000000003,-83.741710999999995
989,990,900,2011 August,36,Wolverine Tower Shuttle,0,Loop,2067.000000000000000,E- Plaza N of Briarwood Cir,5,42.243018999999997,-83.743426999999997
990,991,901,2011 August,36,Wolverine Tower Shuttle,0,Loop,2707.000000000000000,Boardwalk N of Eisenhower,6,42.245969000000002,-83.734741999999997
991,992,902,2011 August,36,Wolverine Tower Shuttle,0,Loop,2708.000000000000000,Oakbrook E of State,7,42.248120000000000,-83.738652999999999
992,993,903,2011 August,36,Wolverine Tower Shuttle,0,Loop,2531.000000000000000,State St. Commuter Lot,8,42.249184999999997,-83.740145999999996
993,994,904,2011 August,36,Wolverine Tower Shuttle,0,Loop,2606.000000000000000,UM Tennis & Gymnastics to WT,9,42.252605000000003,-83.742925999999997
994,995,905,2011 August,36,Wolverine Tower Shuttle,0,Loop,1784.000000000000000,E- S State St north of 2555 S,10,42.250200000000000,-83.739338000000004
995,996,906,2011 August,36,Wolverine Tower Shuttle,0,Loop,1785.000000000000000,E- S State St at 2285,11,42.253683000000002,-83.739551000000006
996,997,907,2011 August,36,Wolverine Tower Shuttle,0,Loop,1786.000000000000000,E- S State St at 2051 S  State,12,42.256352000000000,-83.739744999999999
997,998,908,2011 August,36,Wolverine Tower Shuttle,0,Loop,1431.000000000000000,E- S State St south of Stimson,13,42.258057999999998,-83.740178000000000
998,999,909,2011 August,36,Wolverine Tower Shuttle,0,Loop,1432.000000000000000,E- S State St north of Hen,14,42.261633000000003,-83.740352000000001
999,1000,910,2011 August,36,Wolverine Tower Shuttle,0,Loop,1433.000000000000000,E- S State St north of Granger,15,42.264353999999997,-83.740298999999993
1000,1001,911,2011 August,36,Wolverine Tower Shuttle,0,Loop,1434.000000000000000,E- S State St north of Dewey,16,42.266032000000003,-83.740441000000004
1001,1002,912,2011 August,36,Wolverine Tower Shuttle,0,Loop,1435.000000000000000,E- S State St north of McKinley,17,42.267775999999998,-83.740482000000000
1002,1003,913,2011 August,36,Wolverine Tower Shuttle,0,Loop,1347.000000000000000,E- S State St north of Packard,18,42.271123000000003,-83.740573999999995
1003,1004,914,2011 August,36,Wolverine Tower Shuttle,0,Loop,1348.000000000000000,E- S State St. north of Monroe,19,42.273499000000001,-83.740633000000003
1004,1005,915,2011 August,36,Wolverine Tower Shuttle,0,Loop,1349.000000000000000,E- S State St north of SU,20,42.275315999999997,-83.740666000000004
1005,1006,916,2011 August,36,Wolverine Tower Shuttle,0,Loop,1436.000000000000000,E- S State St south of North U,21,42.278224000000002,-83.740711000000005
1006,1007,917,2011 August,36,Wolverine Tower Shuttle,0,Loop,2595.000000000000000,Ingalls Mall,22,42.278505000000003,-83.738667000000007
1007,1008,918,2011 August,36,Wolverine Tower Shuttle,0,Loop,2151.000000000000000,S- Geddes Ave. west of Church St,23,42.277687000000000,-83.734824000000003
1008,1009,919,2011 August,36,Wolverine Tower Shuttle,0,Loop,1678.000000000000000,W- Church north of S Univ,24,42.275928000000000,-83.734612999999996
1009,1010,920,2011 August,36,Wolverine Tower Shuttle,0,Loop,2555.000000000000000,N - SU opposite Tappan,25,42.275005000000000,-83.737744000000006
1010,1011,921,2011 August,36,Wolverine Tower Shuttle,0,Loop,2153.000000000000000,N- South University east of State,26,42.274990000000003,-83.740106999999995
1011,1012,922,2011 August,36,Wolverine Tower Shuttle,0,Loop,1242.000000000000000,W- S State St south of Monroe S,27,42.273060000000001,-83.740713000000000
1012,1013,923,2011 August,36,Wolverine Tower Shuttle,0,Loop,1352.000000000000000,W- S State St south of Hoover,28,42.269506000000000,-83.740615000000005
